00000678-2363-4318-986f-51f923547ed2-1524241161500,BOUNCER,False
00001399-4343-4f0b-8f6a-2ea0bda545c2-1520927306408,BROWSER,False
00000922-11f6-41a0-9ba0-1adcec554771-1537821865875,BOUNCER,False
00001b80-386d-445f-ad28-e2972a40cfe3-1547469770973,BOUNCER,False
00002175-6781-45d5-b423-ab2d0680e5fe-1533035552595,BOUNCER,False
00001be6-4c10-4779-ba0a-e5472f5143e9-1528631542274,JUDGER,False
00002672-ecad-4d96-a3c0-ba770ab10c54,False
00001fbb-52b2-42bd-8f40-9a828b8fcf93,FUN_SHOPPER,False
0000093b-ab63-4aef-a8b4-58ce835bf785-1545052518588,JUDGER,False
000029a0-d749-4021-b204-ad162a94fbf0-1521835046964,BOUNCER,False
00003686-8d01-448a-a99c-08fcbda4f44f-1543154022038,BOUNCER,False
00002a77-f4c9-43b2-a153-f66b352a6045-1531678503237,BOUNCER,False
00003238-1f70-4589-a79b-f2fb0869e0ff-1535638215378,BOUNCER,False
00004118-db36-4908-930c-4a2734a47597-1542539680948,BOUNCER,False
000045e1-e940-41d5-b8bf-618a71456a3f-1529736181872,BOUNCER,False
000050f1-b73e-4999-ba62-f4cc137ee01f-1534926851435,BROWSER,False
00003d52-2c54-4101-bcb8-9591635b5834-1542953569820,BROWSER,False
000051b2-89aa-4ecb-a521-428c3b9624b2-1534418077410,BOUNCER,False
0000584d-c16a-4f38-be13-0e5f76cdd4ce-1542637693118,BROWSER,False
00003141-f613-407a-89c1-d8d624ca5feb-1519514778287,JUDGER,False
00005bd3-6da7-473e-8fa5-bb1ad6b402a4-1544462846328,BROWSER,False
00005a5c-a7ea-411a-bcca-52b830a0b82e-1543591226612,BROWSER,False
00005db0-29a6-4ead-baa3-f701ba57871f-1537609489953,BOUNCER,False
0000631f-050b-4fd0-80f0-efe014c9a6a1,False
00005f1f-fb66-4b91-88a7-a51f89e389e8-1546244935444,BROWSER,False
000062c5-7044-46a7-a429-1f9657996113-1522319474762,JUDGER,False
00007dd6-82f5-4d04-b66b-84c9411ba1e5-1531679194627,BROWSER,False
00008549-c0fc-4113-9435-3cf90d395144-1521553124522,BROWSER,False
000063a4-28f5-4630-9cc5-64130294e281-1539699369866,FUN_SHOPPER,False
0000886a-50e0-4b93-8853-5bea0663fa3a-1518874882288,JUDGER,False
00008a1a-cd95-467d-96e1-bfd13ae47746-1520501821671,JUDGER,False
000099ac-09bc-4a35-bbc5-979ed1884775-1525025681573,JUDGER,False
00009abe-f097-48c2-aaab-6e5d57e2eb6f-1519208105184,BOUNCER,False
00009b50-b541-48f1-b4e6-7837f01aa90d-1546433896589,BROWSER,False
00009c1d-d5c5-4c6a-8659-0e40653f884c-1527143512556,BOUNCER,False
000074e6-7ca7-437b-b2fc-f956831439fc-1542135637973,BROWSER,False
000099c1-9863-4bb0-9fa6-705253bb53a6-1531573435518,JUDGER,False
000081c3-2bee-46b3-a8d7-b49dcc966e05-1543921872434,BROWSER,False
00009e49-f80e-4f68-9f56-40b863340360-1546868087050,BOUNCER,False
0000a3eb-84fc-4b59-8a7d-7313800eb525-1536557916128,BROWSER,False
0000a737-6bf4-418e-b5a5-8b70d8d56b48-1534762322257,BROWSER,False
0000a1c1-466a-4c67-9b82-4e4a0ba82e72-1527838572042,BROWSER,False
0000a8fe-a90b-43d5-9bc7-1b54eeb4cfdb-1542019006401,BROWSER,False
0000c817-9547-4b66-8ca3-8555f95d5dbd,BOUNCER,False
0000b09e-1e4b-4829-bcaa-fa852daf5fef-1547650362822,LEAVER,False
0000a508-73e1-4399-b7be-d5a68e058286-1544359916891,BROWSER,False
0000c807-d86c-44dd-be38-5e870a4285de-1521795099243,BROWSER,False
0000e0d0-d647-4c1a-b6e5-3c965ba49e39-1521567222522,JUDGER,False
0000e48b-54aa-4130-96c8-cbb4f5eee585-1540145476609,BROWSER,False
0000e1cd-7dd3-43a2-b19e-c21478518644-1539367328736,BROWSER,False
0000f4d7-dc62-49ab-a57a-b1573370a4c3-1522062602321,BOUNCER,False
000103b7-421d-425f-8934-f17793b4a7cd,False
0000e70c-97df-4833-b768-24a49fc9e38d-1542590694647,COMPARER,False
0000ea76-3f34-45ee-ab86-c1e01f548c09-1522236687057,LEAVER,False
00011e9f-1de6-4697-a2ec-5d7e1c94b5f0,False
0000f4eb-f008-42f6-9765-ee2691aee660-1521890157811,JUDGER,False
0001208b-9261-4a23-a013-38a69fb89346-1523704919315,BROWSER,False
00012097-4e00-4226-bdf1-627fc051064a-1527145159827,BOUNCER,False
00011b3c-389f-4fa5-8540-0f592a70b329-1529241366668,COMPARER,False
00012314-de46-4d62-aaca-71d22442364e-1537203031521,BOUNCER,False
0001371b-e3b0-4d01-9fe7-f638c5fccb92-1544374462299,BOUNCER,False
000123e8-9aa9-4e18-bc7b-3daabd46f99c-1536433677292,BROWSER,False
000130a9-e593-4537-a603-21edf79fe85d,True
00013fa4-4082-4023-a10b-8e691409360a-1531750641340,BOUNCER,False
000124ec-4bcb-43d3-a253-c40222aee834,BUYER,True
000140ce-e093-4a08-b907-52d49a7601f3,False
000138dd-37c6-4d98-b2b0-1470a82c135b-1531838534624,BOUNCER,False
00014678-29d1-4c86-93d8-0cce6cd6ae3c-1544192051099,BOUNCER,False
000145f6-7130-44ce-a83f-988a9d68f22a-1542536285085,BOUNCER,False
00015036-43de-4b87-9971-2807325d6042-1531493745483,BOUNCER,False
0001481d-5fe9-425d-8394-3f4cc2810dd1-1526659821594,BROWSER,False
0001552d-1f07-4e58-98cf-e9f48115ab46,False
00015776-51b3-4466-8218-9eaced37e66a-1522737912543,COMPARER,False
000154d1-4161-4b5a-b19d-e2f7a215e65a-1543949967703,BOUNCER,False
00016df4-52c8-46fb-b59c-badaf904e6fe-1531150525171,BROWSER,False
000167af-51aa-44af-83ee-3eb451cdf2b1-1532440303102,BROWSER,False
00018971-4289-40f7-a8ae-c4f49ca27ad1-1533899226745,BOUNCER,False
0001a427-abe1-4197-b786-a62827c6114c-1526642945171,BROWSER,False
0001ae26-8a45-4995-8b9f-4cde03738fc1-1524560256201,BOUNCER,False
0001514d-998c-4427-8ad3-2cae2ff8540f-1534936389197,BOUNCER,False
0001a668-e4c4-4244-8916-d7ebb2819a2c-1547291754799,BOUNCER,False
0001c304-368e-4d97-8fd2-a4f564e8ad84,False
0001a42f-1ddd-4ca2-bb49-6857b67c6fd8-1524510991188,JUDGER,False
0001cf56-e2f6-40b3-a00a-0422d73080b0-1544361935945,BROWSER,False
0001d50c-f141-40ae-9254-d93ed99988dd-1547668667230,BOUNCER,False
0001d3ec-2ce7-487a-858b-621e8fb965eb-1547493291283,BOUNCER,False
0001db6a-751c-4f9f-beb1-3e9b160e6c14-1523991573671,BOUNCER,False
0001e218-1387-44fb-89e8-09e5b39f1917-1544039429696,BROWSER,False
0001e2fe-be68-4a48-a8ea-804a4350773e-1527335760384,BROWSER,False
0001b16d-2fd8-405f-aafc-c771f74d29ab-1526495421816,BROWSER,False
0001c852-d3cd-4a9b-a88c-066d7be0e0ce-1526318594846,FUN_SHOPPER,False
0001e3e9-67a8-491a-8ae3-f27018da273c-1546519629176,JUDGER,False
0001f19c-67d5-4f6e-a105-15fa5ca1688c-1540978809366,BOUNCER,False
0001e405-33bd-4e3f-afce-c34f1aa7f868-1532013089481,BROWSER,False
0002099b-6eec-441e-882f-c4372e5ffcf6-1530385727762,BOUNCER,False
0001f5be-8c5f-4548-a233-77c234034e85-1546352872945,BUYER,True
00020aa8-ad5c-4e1b-a4bf-85c4bb493c5e-1542205396466,BOUNCER,False
000210cc-dece-427d-a1e9-83424927f6e5-1521483814475,BROWSER,False
00021c77-1e4a-4db8-9c87-e944be9bd593-1536744128014,BROWSER,False
00022110-db37-4465-afa6-c368c81e510b-1523527650500,JUDGER,False
000218d8-7856-45d8-9992-9667bdeb444b-1547135158298,BOUNCER,False
0002272e-8fbf-4a4a-acb7-f17707d9e775-1530037474128,BROWSER,False
0001fa68-dc98-4c0b-a306-85e8cdc69699-1529753102918,BROWSER,False
00022a22-d215-4632-b330-4c8516c9db66-1521126866853,BOUNCER,False
00022da4-61ce-4abb-8e40-6504861a20e8-1544785603219,BOUNCER,False
0001fd68-d315-4f73-968c-1c33c9866fb3-1531669041950,JUDGER,False
00022e39-9dd1-4a3d-8b17-99857e2805dd-1525009896541,JUDGER,False
00023bc7-b20d-4130-beb3-d50117e71cd9-1545579540303,BOUNCER,False
000228c0-d6df-43fe-8fe1-89a49bfff5c8,False
00023d37-11e7-4c44-be81-48ad6c692f87-1534454235641,BOUNCER,False
000240a0-90c7-4f94-9f9d-065e092aca30-1522531297944,BOUNCER,False
00022b4b-e0ad-4888-b861-22583390a169-1520621044360,JUDGER,False
000232d4-8265-42c6-b534-490240363d4f-1529658974604,BROWSER,False
00024c5a-58e1-4bab-bdd6-6b0a265a0d0e-1519384861570,BOUNCER,False
00024e3c-6ec0-4db7-b819-0948927e7ec1-1542902770121,BROWSER,False
00025328-128b-40ad-baf1-392786df74de-1522309578512,BROWSER,False
00025413-49f1-439c-8408-1103fc67681d-1526321823090,BROWSER,False
00025968-91bd-4a5b-a5d8-111dd97981d7-1546466267066,BOUNCER,False
00026514-d23c-43e4-b076-94e296264958-1547747596286,BOUNCER,False
00026081-b9f1-454c-9ca0-814b68ab1b08-1535629931180,BROWSER,False
000278f8-37ca-496e-a4ad-3504237bed49-1531337725334,BOUNCER,False
000266bb-8e4c-4243-871a-8730e832ae98-1538391334020,JUDGER,False
000281f5-c94a-45d4-b31b-027f890fbcb6-1534176755036,BOUNCER,False
00027f37-7c48-4c68-9df8-c8ab93246c30-1538578942672,JUDGER,False
00028fa7-b653-483e-8c49-15f6adc5af9a-1520451013591,BROWSER,False
0002900b-5ef7-4b2b-96a7-49a78c018ae3-1522079941244,BOUNCER,False
00028e4b-8a88-4972-af23-409a8efd9c28,False
000294b5-0846-4664-ac7b-19f11b001244-1540114372544,BROWSER,False
00029c4f-a3e8-4401-92c7-27c6071c3254-1541807417991,BOUNCER,False
00029547-9761-414b-81d8-2a49edbe3720-1519648682218,BOUNCER,False
0002aa49-8925-4c74-b298-0ac4db890aae-1529919403639,BROWSER,False
0002b0e2-17a5-4440-9f6f-21b3db67db23-1542894685966,BOUNCER,False
0002c507-b7d1-4d53-83f5-8ca5cb39c2ed-1532592216429,BOUNCER,False
00028537-c1b1-4e98-a1ca-27854550e901-1521452532341,JUDGER,False
0002ce15-ee7e-4a54-b12f-a04ff172a70a-1535750561076,BOUNCER,False
0002b375-a06c-4696-9412-37db54e6c630-1518456656142,BOUNCER,False
0002df40-49dc-4efd-a62f-89eb0e928816-1524688630989,BROWSER,False
0002d3d2-04f6-4ef5-bf9c-4f04baa54a19-1535391531629,BROWSER,False
0002f444-4186-46f7-a7db-c57efa19e8ae-1531821549657,BUYER,True
0002fc8c-cc39-4b68-a48c-dc1919420048,False
0002f4b9-24c3-44a8-af88-aef2ac1cfc37-1542904003272,BROWSER,False
00031452-0a1a-4cad-847b-5269c826a389-1531052605760,BROWSER,False
000307d7-f025-424e-a237-973cf36b6d40,BROWSER,False
00029257-0182-45ad-9290-466bb243d608-1523049602504,JUDGER,False
0003312f-bd72-4226-a34b-4c7bc6a236af-1529919623399,BOUNCER,False
00032fcc-5e27-4890-b07f-431ea975d851-1535901446706,BROWSER,False
00034aba-494c-4582-8315-64ab3e566774-1537184627515,LEAVER,False
00035194-d38d-4067-bf2f-b879d964c244-1534771821389,BROWSER,False
000352f1-6669-48a3-99a1-f1b0f3a65318-1530614170757,BROWSER,False
000333bc-b5e4-454c-9608-d2feea8e22de-1522757850545,BUYER,True
00034caa-3f08-49a8-9659-2aecbc8940f6-1528803025315,BUYER,True
00035bd3-3f22-47c1-95fc-c0b54003c3a9-1542809062336,BOUNCER,False
000354db-82c2-4172-9285-b57d7edcd530-1545581137493,BOUNCER,False
00035c6a-3deb-4325-8a60-667569117608-1526031719594,BOUNCER,False
000360a5-a5c4-4c18-8727-3bd2325590be-1546768544141,BOUNCER,False
000354a4-1265-443e-bae0-a60740570c53,COMPARER,False
00037da0-d9f4-49b3-8dc9-84a61383ad9d-1539865842861,COMPARER,False
00036e22-e689-406f-a96b-67a48a3e45b5-1541748925628,LEAVER,False
000387a3-bffd-4d98-8bb1-a7fdd30a9aee-1527454720169,BOUNCER,False
00038c7c-d7f1-4a24-8e25-d2898ef7a02f-1530110076388,BOUNCER,False
00037997-7598-4b84-90e6-5679a03771a2-1542842728560,JUDGER,False
0003803e-e7c1-4fa3-bb89-31620227605c-1520259788410,BROWSER,False
0003941b-d0bf-436a-b943-4e35a291deb9-1536386459576,BOUNCER,False
00039575-bcb2-4d84-a800-bd77a3a2c5cc-1536089704879,BOUNCER,False
0003917a-59d4-4eeb-a4c5-18ded7a42bbd-1544640920229,LEAVER,False
0003a949-c49e-4ece-846c-51bd0be93607-1544811382945,BROWSER,False
00039f78-46ce-4cb9-953c-fbc19a6afb17-1544018366656,BOUNCER,False
0003b638-b284-41a0-9c0b-7fe6c07ce895,False
0003675c-2540-4642-a1eb-9d930789523e-1522171021333,COMPARER,False
0003c41b-cdd2-48b9-80d6-f801b5ffd509-1523530043784,BOUNCER,False
0003d70e-0d83-4c33-8cc2-844d25219a70-1540277221943,BROWSER,False
0003c7b0-0fc7-47f6-b405-e506a9c0a326-1523994972537,BROWSER,False
0003b7f0-087a-4311-8dc3-025cd149e20b-1538077231252,LEAVER,False
0003e46f-fdc1-43ca-9e7a-4cf9ade19068-1527269751687,BOUNCER,False
0003f15b-3322-455e-a8ef-ca3624526126-1540751124201,BOUNCER,False
0003ffbf-18d6-4723-9990-5edd317129af-1530020320058,BOUNCER,False
000398ea-00a3-4032-8e18-b8dda7b861c5-1543480159352,BROWSER,False
00040705-7803-489b-896d-c864be3484c9-1547821138303,BOUNCER,False
000406e5-ab27-4c8c-91eb-e9e3447b63f2-1523023371523,BROWSER,False
